well_id,lat_x,lon_x,n_events_x,precip_gini,recharge_gini,mtpi,elevation_m,mean_depth_to_water_m,clay,sand,silt,lat_y,lon_y,state,n_events_y,total_precip_mm,total_recharge_mm
423743078070802,42.62867339,-78.1186201,743,0.309697434261921,0.6548687268917995,-4,489.432403564,3.8366361080335594,24.8,25.6,49.6,42.62867339,-78.1186201,New York,743,18871.29,68611.82384696107
424115073495301,42.6874722,-73.83138889,535,0.3349603575741287,0.669838507447855,1,78.464149475,2.708698181143454,,,,42.6874722,-73.83138889,New York,535,15889.0,24268.889796015428
424136075025101,42.69340779,-75.04710349,801,0.3468838463010733,0.5248288215343673,-22,431.779724121,1.9363406864014803,25.1,24.2,50.7,42.69340779,-75.04710349,New York,801,23839.23,162196.47831713822
424452076081902,42.74777778,-76.1386111,688,0.3189777058798915,0.5861879054176073,-8,360.826599121,1.4695600357370773,25.2,28.0,46.8,42.74777778,-76.1386111,New York,688,17970.11,51290.78107681414
424520070562401,42.7553722,-70.93948889,479,0.3727727068200083,0.6319490034047768,0,17.201704025,1.9229569182530795,,,,42.7553722,-70.93948889,Massachusetts,479,16175.650000000001,83119.38723397664
425048073472501,42.84638889,-73.7908056,658,0.337147554212716,0.5134892515806426,0,90.13444519,0.7703247007832899,28.9,31.3,39.8,42.84638889,-73.7908056,New York,658,19429.82,131001.30606299933
425448076350002,42.9133333,-76.5833333,416,0.3043424860209878,0.4794078403197932,0,207.449020386,3.754870781511372,27.8,26.3,45.9,42.9133333,-76.5833333,New York,416,10506.96,57475.73766055587
425511074254001,42.91975,-74.4279167,486,0.3147831317714854,0.6440688227667086,0,97.538421631,10.229991413123063,21.4,31.9,46.7,42.91975,-74.4279167,New York,486,12982.24,32547.739163622507
425803077151201,42.9675,-77.2533333,573,0.30972683753798635,0.5043318909574738,0,183.972381592,0.8120710260047282,25.9,26.2,47.9,42.9675,-77.2533333,New York,573,14307.130000000001,28092.77563138188
425833077503901,42.97580556,-77.8440833,482,0.3107256869956031,0.648067282610675,-1,196.749542236,3.133056725045246,24.8,25.2,50.0,42.97580556,-77.8440833,New York,482,12397.42,43625.7527144069
430056075354102,43.0158611,-75.59438889,726,0.32504576556815856,0.6510406436580769,-13,174.605880737,2.3252163776029615,32.1,22.5,45.3,43.0158611,-75.59438889,New York,726,19509.13,116355.71987753392
430146078101301,43.02963889,-78.1704444,213,0.310751521329246,0.6343680360188748,2,276.317321777,2.692543496907217,28.1,32.0,39.9,43.02963889,-78.1704444,New York,213,5553.52,52178.40296162467
430311077051501,43.0530833,-77.0867222,250,0.3013619738634372,0.4241637678515723,-3,128.612045288,3.7765339138073015,,,,43.0530833,-77.0867222,New York,250,5931.92,70440.77873120566
430739078502701,43.12777778,-78.841,580,0.32312023194860595,0.5127352905028583,0,188.667129517,0.46066972030806647,28.8,28.8,42.4,43.12777778,-78.841,New York,580,14647.24,105320.90622564862
431308078544501,43.21894444,-78.9122222,447,0.3115198968797943,0.4657846377298287,0,102.06590271,1.255537240727481,26.4,34.2,39.4,43.21894444,-78.9122222,New York,447,11099.75,112008.00924946446
432148076225102,43.36352778,-76.38038889,721,0.3152041722779846,0.5923687179483796,2,144.719985962,6.961020968827444,24.0,27.4,48.5,43.36352778,-76.38038889,New York,721,19763.950000000004,58340.88197353736
432310070393301,43.38619518,-70.65866619,868,0.3748962335229553,0.7881494604440519,-3,62.873207092,5.581101507246377,16.8,51.6,31.6,43.38619518,-70.65866619,Maine,868,28851.95,35900.60254530249
433240072242901,43.5445153,-72.4075916,211,0.2861933883340938,0.48447762550747797,-13,176.717300415,2.8180941901639347,10.5,47.2,42.3,43.5445153,-72.4075916,Vermont,211,5334.42,16411.59309468528
434217073010601,43.70478856,-73.01788677,223,0.27511620430861905,0.4201332450358216,2,146.099136353,10.829762954007883,21.8,28.9,49.3,43.70478856,-73.01788677,Vermont,223,5084.5,4613.215737456319
434955070261401,43.8320211,-70.43672039,615,0.35627349828671173,0.6285419670736261,0,92.740913391,2.9663717087033747,,,,43.8320211,-70.43672039,Maine,615,19623.489999999998,38751.39350621682
435453070013601,43.91480189,-70.026162,761,0.35438360958649384,0.5891686645903691,0,48.403354645,8.73142126857143,,,,43.91480189,-70.026162,Maine,761,23565.66,32448.258144859763
440114075453701,44.02052778,-75.7603333,331,0.3210264114706258,0.6082191895499336,-2,188.527008057,5.233452616159659,,,,44.02052778,-75.7603333,New York,331,8715.95,110035.43202693871
440642070583402,44.1117349,-70.9756253,213,0.32213472599647774,0.6513429199087142,0,118.027709961,1.8357191824817518,10.4,49.4,40.2,44.1117349,-70.9756253,Maine,213,5984.09,29631.127244864394
440823070291501,44.1397931,-70.4870029,847,0.3389081163657135,0.6823063624377058,0,100.795379639,2.583591868357902,10.0,59.4,30.6,44.1397931,-70.4870029,Maine,847,25525.350000000002,42792.487717696196
442450071052301,44.41394958,-71.0892421,205,0.31087765777196197,0.5281166968728302,-45,213.909469604,1.8772399328244276,11.5,53.3,35.3,44.41394958,-71.0892421,New Hampshire,205,5552.870000000001,26376.498643560575
443647070552302,44.7797763,-70.9225736,412,0.34360737046818124,0.5403752721758586,-3,451.600524902,1.6850296369847415,,,,44.7797763,-70.9225736,Maine,412,12159.51,115216.19501179447
443647070552303,44.7787944,-70.9212194,333,0.28892711401338433,0.5602206579222209,-3,445.484710693,1.7122602621021665,12.7,44.5,42.8,44.7787944,-70.9212194,Maine,333,8351.66,78220.14947446118
443952072114001,44.665,-72.19388889,218,0.2973008340537524,0.6714089625310786,-36,367.173736572,4.953944402684564,10.0,42.4,47.6,44.665,-72.19388889,Vermont,218,5057.58,10015.254430648523
444302070252401,44.7172813,-70.4228435,748,0.35518776171586663,0.7167474628609388,21,348.636047363,7.253158865346535,13.3,44.5,42.2,44.7172813,-70.4228435,Maine,748,23778.53,139395.51316903415
444904074455201,44.8178312,-74.7640799,630,0.3035440981893749,0.544044351330284,1,90.41078186,1.902757691336196,25.8,35.9,38.4,44.8178312,-74.7640799,New York,630,15858.71,66401.49771811448
444950068220602,44.83201539,-68.36585489,660,0.3517769187920079,0.5761932489091636,8,97.993095398,6.089853578163773,15.7,42.8,41.6,44.83201539,-68.36585489,Maine,660,20221.64,165118.26872132558
445052073350201,44.848,-73.584,644,0.3263781020884753,0.6079645873140924,-2,205.088516235,6.999034979720368,20.5,37.0,42.5,44.848,-73.584,New York,644,16906.710000000003,42222.50150828485
445227067520101,44.8742403,-67.8663922,829,0.3424991569706647,0.7081290474177035,-2,78.254081726,1.4734091383509218,10.0,58.3,31.7,44.8742403,-67.8663922,Maine,829,25521.83,58375.15638891653
445511074103901,44.91974017,-74.1771757,411,0.31212740710758613,0.4192620862131283,1,217.802658081,1.0393970839694657,16.3,47.3,36.4,44.91974017,-74.1771757,New York,411,10300.8,76118.42447782401
445805073380501,44.9680833,-73.6346944,479,0.30625523908379604,0.4672836959617792,0,108.552215576,0.7765016971401781,20.9,35.7,43.5,44.9680833,-73.6346944,New York,479,11827.630000000001,83991.40594209169
453629068531801,45.60810429,-68.8878186,685,0.3351994336945453,0.7355229882307903,-7,155.362258911,2.8837758744690896,8.2,48.0,43.8,45.60810429,-68.8878186,Maine,685,20269.58,56935.32650634617
